FLOOR,BEDROOM,BATHROOM,parking_missing,price_in_crore,Land_in_aana,LAND_squared,City,road_access_in_feet,facing,AGE,car_parking,bike_parking
3.5,6.0,4.0,1,3.5,2.3,5.289999999999999,kathmandu,15.0,south-west,3,0,0
2.0,4.0,5.0,1,14.0,8.2,67.24,lalitpur,13.0,south,10,0,0
2.0,6.0,3.0,1,1.75,3.1,9.610000000000001,lalitpur,11.0,west,10,0,0
2.5,5.0,4.0,1,2.88,3.2,10.240000000000002,kathmandu,10.0,unknown,3,0,0
3.5,4.0,5.0,1,4.35,6.2,38.440000000000005,kathmandu,13.0,north-west,24,0,0
2.5,5.0,4.0,1,2.75,9.0,81.0,lalitpur,4.0,north-east,10,0,0
2.5,5.0,4.0,1,2.35,3.1,9.610000000000001,kathmandu,13.0,east,13,0,0
3.5,4.0,2.0,1,2.5,4.0,16.0,kathmandu,8.0,south-east,13,0,0
2.5,4.0,2.0,1,5.1,6.0,36.0,kathmandu,20.0,east,3,0,0
2.5,5.0,5.0,1,6.35,6.7,44.89,lalitpur,14.0,north-west,3,0,0
2.0,4.0,4.0,1,7.0,5.3,28.09,kathmandu,17.0,east,6,0,0
2.5,5.0,5.0,1,7.8,7.0,49.0,lalitpur,13.0,north,10,0,0
2.5,5.0,5.0,1,8.5,7.0,49.0,lalitpur,13.0,east,2,0,0
2.5,5.0,3.0,1,2.5,3.0,9.0,lalitpur,13.0,east,10,0,0
1.0,2.0,1.0,1,1.65,3.0,9.0,lalitpur,13.0,north,8,0,0
2.5,6.0,3.0,1,3.45,4.0,16.0,kathmandu,13.0,east,9,0,0
2.5,6.0,2.0,1,2.35,2.2,4.840000000000001,kathmandu,12.0,north,8,0,0
3.0,4.0,5.0,1,3.85,4.2,17.64,kathmandu,13.0,north,8,0,0
2.5,5.0,4.0,1,3.35,5.0,25.0,kathmandu,12.5,north-west,9,0,0
2.5,9.0,3.0,1,2.15,2.3,5.289999999999999,lalitpur,13.0,east,6,0,0
2.5,7.0,4.0,1,3.9,7.0,49.0,kathmandu,12.0,east,6,0,0
3.5,5.0,3.0,1,2.75,3.0,9.0,lalitpur,20.0,west,9,0,0
3.0,6.0,5.0,1,2.95,3.1,9.610000000000001,kathmandu,13.0,north,12,0,0
2.0,2.0,2.0,1,1.6,4.0,16.0,kathmandu,10.0,south-east,9,0,0
2.5,6.0,3.0,1,7.25,10.0,100.0,kathmandu,13.0,north-east,9,0,0
3.5,6.0,5.0,1,3.85,4.5,20.25,kathmandu,13.0,north,6,0,0
2.5,4.0,3.0,1,2.95,4.0,16.0,kathmandu,16.0,south,13,0,0
2.5,6.0,6.0,1,2.5,4.0,16.0,kathmandu,15.0,east,8,0,0
2.5,3.0,3.0,1,2.6,3.0,9.0,lalitpur,13.0,east,6,0,0
2.5,6.0,4.0,1,3.25,3.3,10.889999999999999,lalitpur,23.0,west,8,0,0
2.5,5.0,3.0,1,2.25,3.5,12.25,lalitpur,12.0,east,13,0,0
2.5,6.0,3.0,1,4.0,4.2,17.64,lalitpur,13.0,south,13,0,0
2.5,4.0,4.0,1,3.15,3.1,9.610000000000001,lalitpur,13.0,west,13,0,0
2.5,5.0,4.0,1,3.3,3.2,10.240000000000002,lalitpur,13.0,west,6,0,0
2.5,7.0,4.0,1,2.7,4.1,16.81,lalitpur,13.0,north-west,6,0,0
2.5,4.0,4.0,1,2.25,2.3,5.289999999999999,lalitpur,13.0,east,10,0,0
2.5,6.0,4.0,1,3.3,3.3,10.889999999999999,lalitpur,16.0,south,3,0,0
2.5,6.0,5.0,1,3.6,3.0,9.0,kathmandu,20.0,east,24,0,0
2.5,6.0,5.0,1,3.75,4.0,16.0,lalitpur,16.0,west,10,0,0
2.0,4.0,4.0,1,3.99,5.0,25.0,lalitpur,13.0,east,13,0,0
2.5,7.0,3.0,1,1.7,4.0,16.0,lalitpur,10.0,east,13,0,0
2.5,5.0,4.0,1,2.45,3.2,10.240000000000002,lalitpur,13.0,south,3,0,0
2.5,5.0,5.0,1,3.5,4.0,16.0,lalitpur,13.0,west,3,0,0
2.5,4.0,4.0,1,3.2,3.0,9.0,kathmandu,20.0,north-west,6,0,0
5.0,5.0,4.0,1,3.0,0.3,0.09,lalitpur,20.0,south,9,0,0
2.5,6.0,6.0,1,3.8,6.0,36.0,kathmandu,13.0,east,6,0,0
2.5,6.0,3.0,1,2.8,3.0,9.0,kathmandu,13.0,west,8,0,0
2.5,5.0,5.0,1,7.5,13.0,169.0,kathmandu,13.0,north,9,0,0
2.5,4.0,3.0,1,3.1,3.3,10.889999999999999,kathmandu,10.0,north,6,0,0
2.5,4.0,4.0,1,3.8,5.1,26.009999999999998,kathmandu,13.0,east,6,0,0
2.5,4.0,4.0,1,3.25,4.0,16.0,kathmandu,20.0,east,10,0,0
3.5,5.0,2.0,1,3.25,5.1,26.009999999999998,kathmandu,10.0,east,2,0,0
2.5,6.0,3.0,1,2.9,3.2,10.240000000000002,kathmandu,13.0,north,10,0,0
3.5,6.0,8.0,1,2.8,3.0,9.0,kathmandu,20.0,south-east,12,0,0
4.5,3.0,6.0,1,6.6,4.5,20.25,lalitpur,16.0,north-east,18,0,0
3.5,7.0,4.0,1,2.19,3.0,9.0,kathmandu,11.0,east,22,0,0
2.5,5.0,3.0,1,2.8,3.2,10.240000000000002,lalitpur,13.0,south,12,0,0
2.5,3.0,3.0,1,1.75,3.3,10.889999999999999,kathmandu,10.0,south-east,23,0,0
2.5,5.0,4.0,1,2.7,3.5,12.25,lalitpur,20.0,south-west,22,0,0
2.5,6.0,5.0,1,2.55,3.2,10.240000000000002,lalitpur,13.0,south,12,0,0
2.5,5.0,3.0,1,3.65,4.0,16.0,kathmandu,13.0,east,7,0,0
2.5,6.0,5.0,1,2.95,3.1,9.610000000000001,kathmandu,13.0,west,24,0,0
4.0,6.0,4.0,1,4.5,3.0,9.0,kathmandu,16.0,east,22,0,0
3.5,5.0,6.0,1,4.6,3.5,12.25,kathmandu,27.0,north-east,8,0,0
1.5,3.0,2.0,1,1.78,3.1,9.610000000000001,kathmandu,9.0,north,8,0,0
3.0,7.0,4.0,1,3.45,5.0,25.0,kathmandu,13.0,north,8,0,0
2.5,4.0,4.0,1,3.5,4.0,16.0,lalitpur,13.0,west,6,0,0
2.5,4.0,3.0,1,1.88,2.2,4.840000000000001,kathmandu,12.0,east,6,0,0
2.5,5.0,4.0,1,2.7,3.0,9.0,lalitpur,10.0,east,22,0,0
1.5,3.0,2.0,1,1.5,3.0,9.0,kathmandu,13.0,west,28,0,0
4.0,6.0,4.0,1,6.5,5.2,27.040000000000003,kathmandu,15.0,north,8,0,0
2.5,8.0,3.0,1,2.55,3.0,9.0,kathmandu,10.0,west,17,0,0
4.5,5.0,3.0,1,3.3,2.3,5.289999999999999,lalitpur,25.0,north,24,0,0
2.5,6.0,3.0,1,2.5,3.1,9.610000000000001,lalitpur,13.0,north,26,0,0
3.5,7.0,6.0,1,7.1,4.0,16.0,lalitpur,11.0,south-east,8,0,0
2.5,6.0,6.0,1,3.7,5.0,25.0,lalitpur,13.0,south-west,6,0,0
2.5,4.0,4.0,1,3.95,5.2,27.040000000000003,lalitpur,13.0,east,6,0,0
3.5,10.0,4.0,1,3.25,4.0,16.0,kathmandu,10.0,unknown,18,0,0
3.0,5.0,3.0,1,2.75,3.0,9.0,lalitpur,13.0,west,7,0,0
3.5,5.0,6.0,1,13.5,14.0,196.0,kathmandu,20.0,south-east,15,0,0
3.0,4.0,3.0,1,2.2,2.3,5.289999999999999,lalitpur,10.0,north,11,0,0
6.0,5.0,4.0,1,12.5,6.0,36.0,kathmandu,13.0,south-east,17,0,0
2.5,4.0,4.0,1,1.2,3.0,9.0,kathmandu,20.0,west,16,0,0
5.5,4.0,3.0,1,7.0,5.1,26.009999999999998,kathmandu,12.0,north-east,12,0,0
2.5,4.0,3.0,1,5.5,5.2,27.040000000000003,kathmandu,13.0,south,7,0,0
1.0,2.0,2.0,1,2.8,5.2,27.040000000000003,kathmandu,12.0,north-east,6,0,0
2.5,5.0,5.0,1,4.5,6.1,37.209999999999994,lalitpur,13.0,west,24,0,0
2.5,8.0,4.0,1,1.35,4.0,16.0,lalitpur,13.0,south,22,0,0
2.5,5.0,4.0,1,3.25,3.3,10.889999999999999,lalitpur,13.0,south,8,0,0
2.5,4.0,4.0,1,3.75,4.0,16.0,lalitpur,16.0,east,8,0,0
1.0,2.0,4.0,1,1.45,3.0,9.0,kathmandu,10.0,north-east,8,0,0
3.0,5.0,6.0,1,2.6,3.3,10.889999999999999,kathmandu,11.0,north,6,0,0
2.0,4.0,2.0,1,2.4,4.0,16.0,kathmandu,14.0,east,30,0,0
2.5,3.0,3.0,1,3.8,4.0,16.0,kathmandu,10.0,east,28,0,0
2.4,6.0,5.0,1,2.95,4.0,16.0,kathmandu,13.0,west,8,0,0
2.0,5.0,4.0,1,2.55,4.2,17.64,kathmandu,20.0,north-east,17,0,0
3.5,8.0,3.0,1,3.1,4.0,16.0,kathmandu,12.0,north,24,0,0
3.5,5.0,3.0,1,2.4,3.2,10.240000000000002,kathmandu,26.0,west,8,0,0
2.5,4.0,4.0,1,4.25,4.0,16.0,lalitpur,20.0,south-east,6,0,0
2.5,4.0,5.0,1,3.0,3.0,9.0,kathmandu,20.0,west,8,0,0
2.5,6.0,3.0,1,3.45,4.0,16.0,kathmandu,13.0,south,6,0,0
4.0,5.0,4.0,1,13.8,16.0,256.0,kathmandu,10.0,west,30,0,0
3.5,8.0,4.0,1,7.4,11.0,121.0,kathmandu,13.0,south,28,0,0
2.5,4.0,4.0,1,3.75,3.2,10.240000000000002,lalitpur,20.0,south-east,12,0,0
2.5,5.0,7.0,1,8.5,5.0,25.0,lalitpur,14.0,south,8,0,0
2.0,2.0,2.0,1,2.0,3.0,9.0,bhaktapur,12.0,east,13,0,0
2.0,7.0,4.0,1,3.45,6.1,37.209999999999994,kathmandu,14.0,north-east,15,0,0
3.5,7.0,4.0,1,6.5,3.2,10.240000000000002,kathmandu,18.0,north-east,17,0,0
3.5,6.0,3.0,1,3.0,4.0,16.0,kathmandu,32.0,west,7,0,0
2.5,5.0,4.0,1,3.4,4.0,16.0,kathmandu,13.0,east,5,0,0
2.0,9.0,6.0,1,6.75,8.0,64.0,kathmandu,12.0,south-east,8,0,0
2.0,6.0,3.0,1,4.7,6.0,36.0,kathmandu,16.0,south,7,0,0
4.0,6.0,5.0,1,6.0,4.0,16.0,kathmandu,20.0,west,9,0,0
2.0,5.0,4.0,1,3.3,4.0,16.0,kathmandu,13.0,west,9,0,0
2.5,6.0,3.0,1,14.0,17.0,289.0,kathmandu,15.0,south,11,0,0
2.5,6.0,3.0,1,3.4,4.0,16.0,kathmandu,13.0,north,5,0,0
2.5,6.0,3.0,1,4.2,4.3,18.49,kathmandu,12.0,north-east,12,0,0
2.5,6.0,3.0,1,3.45,4.0,16.0,kathmandu,13.0,south,13,0,0
2.5,3.0,4.0,1,3.75,5.0,25.0,lalitpur,20.0,north-east,9,0,0
2.5,4.0,5.0,1,7.8,6.0,36.0,lalitpur,13.0,north-east,15,0,0
2.5,4.0,5.0,1,7.7,6.2,38.440000000000005,kathmandu,20.0,west,17,0,0
2.5,4.0,3.0,1,3.8,4.0,16.0,kathmandu,18.0,south-east,7,0,0
1.0,2.0,1.0,1,1.55,2.3,5.289999999999999,lalitpur,13.0,south,7,0,0
2.0,4.0,4.0,1,10.5,11.0,121.0,kathmandu,11.0,east,18,0,0
5.0,10.0,4.0,1,12.5,10.0,100.0,kathmandu,15.0,north,17,0,0
2.5,4.0,4.0,1,2.35,3.0,9.0,lalitpur,13.0,east,6,0,0
4.0,5.0,4.0,1,3.5,2.0,4.0,kathmandu,17.0,unknown,6,0,0
2.5,4.0,5.0,1,6.25,7.2,51.84,kathmandu,17.0,north,17,0,0
2.5,4.0,3.0,1,1.8,3.3,10.889999999999999,lalitpur,20.0,south,22,0,0
2.5,5.0,3.0,1,2.7,3.2,10.240000000000002,lalitpur,13.0,south,17,0,0
4.0,5.0,5.0,1,4.15,4.0,16.0,kathmandu,6.0,south,9,0,0
2.5,4.0,3.0,1,2.04,3.0,9.0,lalitpur,12.0,south-west,7,0,0
2.0,4.0,5.0,1,7.8,6.0,36.0,lalitpur,13.0,west,22,0,0
3.5,6.0,6.0,1,4.1,4.2,17.64,bhaktapur,20.0,south,12,0,0
2.5,4.0,3.0,1,4.0,4.3,18.49,kathmandu,13.0,west,6,0,0
3.0,6.0,4.0,1,4.35,6.0,36.0,kathmandu,13.0,north,6,0,0
2.0,4.0,4.0,1,5.8,10.0,100.0,kathmandu,13.0,east,6,0,0
2.5,8.0,5.0,1,3.8,4.0,16.0,kathmandu,10.0,north,8,0,0
3.0,12.0,5.0,1,3.0,3.2,10.240000000000002,kathmandu,13.0,north-west,6,0,0
2.5,4.0,4.0,1,1.5,3.0,9.0,kathmandu,17.0,south,12,0,0
2.5,5.0,4.0,1,3.0,4.0,16.0,lalitpur,15.0,north,6,0,0
2.5,7.0,4.0,1,3.5,6.0,36.0,lalitpur,16.5,north,8,0,0
2.5,4.0,2.0,1,1.55,3.5,12.25,kathmandu,10.0,north,7,0,0
2.5,6.0,5.0,1,2.95,4.1,16.81,kathmandu,13.0,north-east,12,0,0
2.5,5.0,4.0,1,3.35,3.2,10.240000000000002,kathmandu,16.0,west,12,0,0
3.5,5.0,6.0,1,5.0,4.5,20.25,lalitpur,19.0,north,22,0,0
3.0,3.0,4.0,1,5.5,5.0,25.0,lalitpur,13.0,south,13,0,0
4.0,8.0,8.0,1,7.5,4.2,17.64,kathmandu,17.0,east,6,0,0
2.5,5.0,3.0,1,2.95,3.2,10.240000000000002,kathmandu,11.0,north,12,0,0
3.5,7.0,3.0,1,6.8,6.2,38.440000000000005,kathmandu,23.0,north-east,6,0,0
2.5,4.0,4.0,1,2.3,3.0,9.0,kathmandu,13.0,west,6,0,0
2.5,4.0,3.0,1,2.7,3.1,9.610000000000001,lalitpur,13.0,south,14,0,0
2.5,5.0,4.0,1,2.9,4.0,16.0,lalitpur,13.0,north,22,0,0
2.5,4.0,4.0,1,2.75,3.2,10.240000000000002,lalitpur,13.0,east,22,0,0
3.5,12.0,6.0,1,3.5,4.2,17.64,kathmandu,12.0,east,22,0,0
1.0,2.0,1.0,1,1.33,3.2,10.240000000000002,kathmandu,10.0,west,6,0,0
2.5,4.0,3.0,1,2.85,3.2,10.240000000000002,kathmandu,9.0,east,22,0,0
2.0,4.0,3.0,1,6.1,10.0,100.0,kathmandu,13.0,east,15,0,0
3.0,8.0,3.0,1,8.2,6.0,36.0,bhaktapur,10.0,south-east,6,0,0
3.5,6.0,4.0,1,4.6,5.3,28.09,kathmandu,27.0,north-east,14,0,0
2.5,5.0,2.0,1,1.7,2.2,4.840000000000001,lalitpur,13.0,north-east,6,0,0
2.5,5.0,4.0,1,8.0,9.0,81.0,kathmandu,11.0,unknown,5,0,0
3.0,6.0,6.0,1,3.9,6.0,36.0,kathmandu,14.5,south-west,5,0,0
2.5,4.0,3.0,1,1.6,3.2,10.240000000000002,kathmandu,10.0,south-west,13,0,0
3.0,5.0,4.0,1,7.5,7.2,51.84,kathmandu,15.0,unknown,20,0,0
2.5,5.0,4.0,1,3.5,8.0,64.0,bhaktapur,13.0,north,17,0,0
2.5,4.0,3.0,1,2.4,3.0,9.0,lalitpur,20.0,south,14,0,0
2.5,3.0,3.0,1,6.5,6.1,37.209999999999994,kathmandu,15.0,north,6,0,0
2.5,4.0,3.0,1,2.65,3.1,9.610000000000001,lalitpur,20.0,south,6,0,0
2.5,5.0,4.0,1,3.3,4.0,16.0,kathmandu,10.0,north,6,0,0
2.5,4.0,4.0,1,4.15,4.0,16.0,lalitpur,20.0,south,12,0,0
2.5,4.0,4.0,1,1.9,4.0,16.0,lalitpur,16.0,north,8,0,0
2.5,5.0,5.0,1,6.5,8.0,64.0,kathmandu,13.0,north-east,6,0,0
2.5,5.0,4.0,1,3.05,4.0,16.0,lalitpur,13.0,west,6,0,0
2.5,3.0,3.0,1,4.0,4.0,16.0,lalitpur,26.0,north,12,0,0
3.5,3.0,4.0,1,7.0,4.0,16.0,lalitpur,15.0,north-east,6,0,0
2.5,5.0,4.0,1,7.5,6.1,37.209999999999994,kathmandu,15.0,south,5,0,0
2.5,5.0,4.0,1,4.19,5.0,25.0,lalitpur,20.0,north,12,0,0
3.5,7.0,3.0,1,2.5,3.0,9.0,kathmandu,10.0,south,13,0,0
2.5,4.0,4.0,1,5.1,5.0,25.0,kathmandu,12.0,north,7,0,0
2.5,5.0,4.0,1,5.6,6.0,36.0,kathmandu,11.0,east,20,0,0
2.5,4.0,2.0,1,3.5,6.2,38.440000000000005,kathmandu,8.0,west,20,0,0
1.0,3.0,2.0,1,1.8,4.0,16.0,kathmandu,13.0,north-east,6,0,0
2.5,6.0,5.0,1,5.5,6.2,38.440000000000005,kathmandu,13.0,south-east,12,0,0
2.5,4.0,5.0,1,2.9,5.3,28.09,kathmandu,16.5,north,19,0,0
2.5,3.0,4.0,1,5.5,4.2,17.64,lalitpur,10.0,south-east,20,0,0
2.5,5.0,3.0,1,2.75,2.2,4.840000000000001,kathmandu,20.0,south,20,0,0
3.0,5.0,4.0,1,3.65,5.0,25.0,kathmandu,13.0,south,17,0,0
2.5,5.0,3.0,1,6.15,6.0,36.0,kathmandu,13.0,south,14,0,0
2.5,6.0,3.0,1,1.7,3.2,10.240000000000002,kathmandu,10.0,south-east,6,0,0
2.5,4.0,4.0,1,2.55,3.0,9.0,lalitpur,13.0,west,6,0,0
2.5,5.0,5.0,1,3.25,4.0,16.0,lalitpur,13.0,east,6,0,0
3.0,6.0,5.0,1,2.65,3.5,12.25,lalitpur,13.0,south,12,0,0
2.5,5.0,4.0,1,2.05,3.2,10.240000000000002,lalitpur,13.0,south-east,8,0,0
2.5,6.0,3.0,1,2.5,4.2,17.64,kathmandu,12.0,south-west,6,0,0
2.5,14.0,6.0,1,2.9,12.0,144.0,lalitpur,13.0,south,12,0,0
2.5,4.0,3.0,1,3.2,5.0,25.0,kathmandu,8.0,north,12,0,0
2.0,5.0,3.0,1,5.15,8.3,68.89000000000001,kathmandu,13.0,south-west,13,0,0
2.5,4.0,2.0,1,5.8,10.0,100.0,kathmandu,13.0,east,6,0,0
4.5,10.0,6.0,1,6.4,5.0,25.0,lalitpur,20.0,east,8,0,0
4.0,3.0,3.0,1,2.35,2.5,6.25,kathmandu,13.0,east,6,0,0
3.5,7.0,4.0,1,4.5,6.0,36.0,lalitpur,15.0,south,5,0,0
3.5,6.0,4.0,1,3.15,3.1,9.610000000000001,kathmandu,10.0,north-west,7,0,0
3.5,6.0,4.0,1,2.95,3.0,9.0,kathmandu,10.0,north,6,0,0
4.0,11.0,4.0,1,4.98,5.3,28.09,kathmandu,9.0,south,32,0,0
2.5,4.0,3.0,1,3.7,3.2,10.240000000000002,kathmandu,13.0,north-east,5,0,0
3.5,8.0,4.0,1,2.7,3.2,10.240000000000002,kathmandu,13.0,south,19,0,0
2.5,5.0,4.0,1,3.8,4.2,17.64,lalitpur,20.0,west,6,0,0
1.0,2.0,1.0,1,1.35,2.2,4.840000000000001,kathmandu,10.0,east,24,0,0
2.5,6.0,5.0,1,3.95,5.0,25.0,kathmandu,20.0,north,20,0,0
3.0,6.0,3.0,1,3.25,5.3,28.09,kathmandu,13.0,south-east,19,0,0
2.5,5.0,4.0,1,2.7,3.2,10.240000000000002,lalitpur,20.0,west,6,0,0
2.5,4.0,4.0,1,2.85,3.3,10.889999999999999,lalitpur,13.0,north-west,17,0,0
2.5,6.0,5.0,1,2.5,4.2,17.64,lalitpur,13.0,north-east,32,0,0
2.5,4.0,3.0,1,1.5,3.0,9.0,kathmandu,17.0,south,7,0,0
3.0,5.0,3.0,1,2.75,3.0,9.0,lalitpur,13.0,south-east,8,0,0
2.5,8.0,8.0,1,6.75,4.0,16.0,lalitpur,13.5,north,6,0,0
2.5,5.0,4.0,1,2.9,3.3,10.889999999999999,kathmandu,13.0,south,9,0,0
2.5,5.0,3.0,1,2.98,4.0,16.0,kathmandu,20.0,east,9,0,0
3.0,2.0,2.0,1,1.4,4.1,16.81,bhaktapur,10.0,north-east,5,0,0
2.5,4.0,5.0,1,3.8,3.3,10.889999999999999,lalitpur,13.5,east,12,0,0
2.5,8.0,8.0,1,6.75,4.0,16.0,kathmandu,11.0,west,8,0,0
2.0,4.0,4.0,1,6.5,9.5,90.25,kathmandu,12.5,north,13,0,0
1.0,3.0,2.0,1,1.8,4.0,16.0,kathmandu,13.0,north-east,15,0,0
2.5,4.0,4.0,1,2.75,3.2,10.240000000000002,lalitpur,13.0,south,17,0,0
2.5,8.0,4.0,1,2.35,2.2,4.840000000000001,lalitpur,10.0,south,7,0,0
2.5,5.0,4.0,1,2.75,3.0,9.0,lalitpur,9.0,east,7,0,0
2.5,5.0,4.0,1,2.6,3.1,9.610000000000001,lalitpur,13.0,north,18,0,0
2.5,7.0,4.0,1,2.45,3.0,9.0,kathmandu,10.0,north-east,17,0,0
3.0,5.0,3.0,1,2.55,3.0,9.0,kathmandu,13.0,west,6,0,0
2.5,4.0,3.0,1,2.25,4.0,16.0,kathmandu,13.0,east,6,0,0
2.0,6.0,3.0,1,1.31,3.0,9.0,kathmandu,12.0,south,26,0,0
2.5,4.0,6.0,1,3.3,4.0,16.0,kathmandu,20.0,west,22,0,0
2.5,5.0,4.0,1,2.2,3.1,9.610000000000001,lalitpur,13.0,east,22,0,0
2.5,4.0,5.0,1,2.35,3.1,9.610000000000001,lalitpur,13.0,north,22,0,0
2.5,6.0,4.0,1,4.25,4.0,16.0,lalitpur,13.0,south,9,0,0
2.5,5.0,3.0,1,1.9,3.0,9.0,kathmandu,10.0,west,22,0,0
2.5,5.0,5.0,1,2.3,3.3,10.889999999999999,kathmandu,10.0,west,6,0,0
2.5,6.0,6.0,1,4.0,5.0,25.0,kathmandu,15.0,south-east,22,0,0
2.5,4.0,3.0,1,3.0,3.0,9.0,kathmandu,13.0,west,8,0,0
2.0,3.0,4.0,1,5.5,4.2,17.64,lalitpur,13.5,south,12,0,0
2.5,4.0,4.0,1,6.2,10.0,100.0,kathmandu,14.0,south-east,8,0,0
2.5,6.0,6.0,1,4.0,5.0,25.0,kathmandu,15.0,south-east,7,0,0
2.5,5.0,3.0,1,3.8,5.1,26.009999999999998,kathmandu,14.0,south,6,0,0
2.5,9.0,7.0,1,2.55,3.2,10.240000000000002,lalitpur,20.0,east,12,0,0
2.5,6.0,2.0,1,2.1,2.3,5.289999999999999,lalitpur,13.0,west,22,0,0
2.5,5.0,4.0,1,7.65,9.0,81.0,lalitpur,12.0,south,13,0,0
2.5,6.0,4.0,1,2.5,2.0,4.0,kathmandu,12.0,west,6,0,0
3.0,6.0,4.0,1,2.5,3.1,9.610000000000001,kathmandu,10.0,north,12,0,0
2.5,6.0,3.0,1,2.5,2.3,5.289999999999999,kathmandu,13.0,north-west,12,0,0
4.0,5.0,6.0,1,2.9,3.0,9.0,kathmandu,13.0,north-east,12,0,0
2.5,5.0,4.0,1,3.1,3.3,10.889999999999999,lalitpur,15.0,south-west,6,0,0
2.5,4.0,4.0,1,3.98,6.0,36.0,kathmandu,13.5,south,8,0,0
2.5,5.0,4.0,1,4.5,9.0,81.0,kathmandu,18.0,north,22,0,0
2.5,5.0,5.0,1,1.5,2.2,4.840000000000001,kathmandu,13.0,east,22,0,0
2.5,4.0,3.0,1,11.0,11.0,121.0,kathmandu,13.0,south,6,0,0
2.5,5.0,4.0,1,5.5,5.2,27.040000000000003,lalitpur,16.0,south-east,22,0,0
2.5,4.0,4.0,1,3.25,3.3,10.889999999999999,lalitpur,13.0,south-east,6,0,0
2.5,4.0,3.0,1,3.6,7.0,49.0,lalitpur,12.5,north-east,6,0,0
3.5,8.0,4.0,1,2.5,4.3,18.49,kathmandu,10.0,east,25,0,0
3.5,17.0,10.0,1,4.3,5.0,25.0,kathmandu,10.0,south,22,0,0
2.5,4.0,3.0,1,2.95,5.0,25.0,bhaktapur,13.0,unknown,15,0,0
2.5,5.0,4.0,1,7.75,9.0,81.0,lalitpur,20.0,south-west,15,0,0
2.5,3.0,3.0,1,4.25,6.0,36.0,lalitpur,20.0,south-east,6,0,0
2.5,5.0,4.0,1,3.5,3.3,10.889999999999999,lalitpur,22.0,north,20,0,0
2.5,7.0,4.0,1,5.4,5.3,28.09,lalitpur,20.0,south-east,20,0,0
2.5,5.0,6.0,1,4.5,5.0,25.0,kathmandu,15.0,north-west,17,0,0
2.5,5.0,3.0,1,3.8,5.1,26.009999999999998,kathmandu,14.0,south-west,14,0,0
2.5,4.0,3.0,1,2.95,3.3,10.889999999999999,kathmandu,13.0,west,6,0,0
2.5,6.0,5.0,1,3.45,4.0,16.0,kathmandu,13.0,east,6,0,0
3.5,4.0,3.0,1,2.85,3.1,9.610000000000001,kathmandu,13.0,north,6,0,0
3.0,6.0,4.0,1,2.05,3.0,9.0,bhaktapur,20.0,south-east,6,0,0
2.5,4.0,5.0,1,5.0,5.1,26.009999999999998,kathmandu,13.0,south,5,0,0
2.5,5.0,5.0,1,2.9,3.2,10.240000000000002,kathmandu,16.0,west,5,0,0
2.5,3.0,3.0,1,2.9,3.2,10.240000000000002,lalitpur,13.5,south-east,12,0,0
2.5,4.0,5.0,1,3.1,4.2,17.64,lalitpur,15.0,south-west,7,0,0
2.5,6.0,5.0,1,2.5,4.1,16.81,kathmandu,12.0,west,20,0,0
3.5,6.0,5.0,1,3.1,3.5,12.25,kathmandu,14.0,south-west,14,0,0
2.5,4.0,3.0,1,2.95,3.0,9.0,kathmandu,12.0,north,6,0,0
2.0,5.0,5.0,1,2.95,3.2,10.240000000000002,lalitpur,13.0,east,6,0,0
1.0,2.0,2.0,1,3.0,4.2,17.64,kathmandu,4.0,south,12,0,0
2.5,3.0,3.0,1,6.25,5.3,28.09,lalitpur,16.0,south-west,8,0,0
2.5,4.0,4.0,1,3.9,5.0,25.0,lalitpur,13.0,east,6,0,0
2.0,5.0,3.0,1,10.0,12.0,144.0,kathmandu,13.0,east,12,0,0
2.5,5.0,4.0,1,3.1,4.0,16.0,kathmandu,13.0,south-east,5,0,0
2.5,3.0,2.0,1,2.9,4.0,16.0,lalitpur,20.0,west,12,0,0
2.0,4.0,5.0,1,2.6,3.1,9.610000000000001,lalitpur,13.0,north,13,0,0
2.0,5.0,5.0,1,4.1,4.0,16.0,lalitpur,13.0,south-west,7,0,0
2.5,5.0,5.0,1,4.45,5.0,25.0,kathmandu,14.0,east,20,0,0
2.5,6.0,5.0,1,3.15,3.5,12.25,kathmandu,13.0,south,20,0,0
2.5,5.0,4.0,1,4.0,4.3,18.49,kathmandu,13.0,west,17,0,0
3.5,5.0,4.0,1,4.5,5.3,28.09,kathmandu,20.0,east,14,0,0
3.5,8.0,6.0,1,5.0,6.1,37.209999999999994,kathmandu,20.0,south-west,6,0,0
2.5,6.0,4.0,1,1.75,3.0,9.0,kathmandu,9.0,west,19,0,0
2.5,4.0,4.0,1,3.25,3.3,10.889999999999999,lalitpur,13.0,south-west,20,0,0
2.5,4.0,4.0,1,2.6,3.5,12.25,kathmandu,10.0,east,17,0,0
3.0,7.0,3.0,1,6.5,12.0,144.0,lalitpur,13.0,south,6,0,0
2.0,3.0,4.0,1,3.85,4.2,17.64,lalitpur,13.5,south,6,0,0
2.5,4.0,3.0,1,3.75,7.0,49.0,kathmandu,13.0,south,6,0,0
2.0,4.0,2.0,1,2.35,5.0,25.0,kathmandu,11.0,south,12,0,0
3.5,7.0,8.0,1,5.5,7.5,56.25,kathmandu,19.5,south-west,8,0,0
3.5,7.0,5.0,1,5.35,7.1,50.41,kathmandu,18.5,south-west,12,0,0
5.5,10.0,10.0,1,14.0,5.0,25.0,lalitpur,22.0,east,6,0,0
